0.17986725	-0.2501213	-0.12755516	-0.20837517	0.12327566	-0.22283906	0.16363178	-0.2288662	0.15184179	0.16699973	0.23899849	-0.22150324	0.17844677	0.23367679	-0.19377087	-0.1591051
0.22318803	-0.17811581	-0.14135908	-0.22619155	0.20511682	-0.19155648	0.20089811	-0.21213548	0.16760537	0.14700617	0.24268731	-0.2092416	0.16153471	0.22895963	-0.15562324	-0.21808816
0.17877664	-0.21094128	-0.1990181	-0.15736501	0.15494747	-0.1598211	0.22026914	-0.14936326	0.2106013	0.21409005	0.22339506	-0.22130008	0.22735396	0.15609846	-0.20526427	-0.1804519
0.1650677	-0.22341754	-0.22018428	-0.15011698	0.183136	-0.20423967	0.21760169	-0.19594303	0.14115822	0.16817975	0.17516908	-0.17447123	0.16803609	0.1576536	-0.17871737	-0.21798767
0.21519704	-0.25460964	-0.12705469	-0.22001494	0.13849689	-0.19142991	0.14737962	-0.18267035	0.20835565	0.20139623	0.23613667	-0.17880084	0.20864645	0.22856064	-0.20450991	-0.20675461
0.21029945	-0.19868098	-0.1718158	-0.22564045	0.19748951	-0.16928048	0.17974897	-0.22983614	0.1691807	0.22179592	0.22478859	-0.14341018	0.2008259	0.23240952	-0.1980004	-0.22206093
0.17452247	-0.19701286	-0.19377646	-0.18247867	0.14482284	-0.14757085	0.15512498	-0.16293463	0.17435625	0.1978907	0.21131091	-0.1630369	0.20390129	0.20273067	-0.22296034	-0.20347817
0.17350459	-0.17419963	-0.21269868	-0.19392087	0.16102494	-0.14939433	0.13992554	-0.16520886	0.2057047	0.20632926	0.17174205	-0.18506236	0.17919847	0.1499881	-0.19937566	-0.19082455
0.13979825	-0.2548297	-0.18018492	-0.13480423	0.15591691	-0.24101345	0.17032811	-0.2281303	0.15637617	0.15854172	0.1955092	-0.21094309	0.20819405	0.13791604	-0.20825697	-0.18842955
0.22235271	-0.24800117	-0.12672362	-0.20087086	0.20274968	-0.1615785	0.20365249	-0.16792314	0.14515288	0.17267215	0.2000402	-0.19471341	0.2057307	0.21389405	-0.17108051	-0.20062347
0.21231733	-0.20719637	-0.17163637	-0.1488735	0.16113648	-0.17261533	0.16874427	-0.16322526	0.19605754	0.21786708	0.17092298	-0.2126776	0.14959314	0.16418166	-0.19806485	-0.1572136
0.1417837	-0.21236481	-0.16776617	-0.17856468	0.122106254	-0.14688069	0.16358338	-0.18880711	0.15264413	0.20976293	0.18713427	-0.17867942	0.1859621	0.16731557	-0.13017681	-0.21365836
0.19656125	-0.25720382	-0.15385714	-0.15939456	0.17816196	-0.22181273	0.14890485	-0.21642406	0.13709828	0.20480761	0.19820282	-0.23044549	0.16187936	0.13521314	-0.19413306	-0.17837334
0.23300813	-0.20664673	-0.19442914	-0.22401148	0.2086855	-0.23791155	0.2063107	-0.21062428	0.2032673	0.1482183	0.168724	-0.20870484	0.19514264	0.203703	-0.22830063	-0.19649021
0.14756557	-0.23321077	-0.15369359	-0.21862218	0.16113879	-0.21591495	0.13468613	-0.17062688	0.20134905	0.22856677	0.18446322	-0.23751277	0.19478571	0.21558216	-0.15313008	-0.15449394
0.15431952	-0.22721139	-0.17177911	-0.15953097	0.17329767	-0.23015237	0.12909731	-0.16658296	0.18455961	0.19132346	0.24469097	-0.2045871	0.15904865	0.16796406	-0.22533974	-0.19598009
0.20772402	-0.17371742	-0.14556673	-0.19196285	0.18950696	-0.21239494	0.21322313	-0.15048811	0.17376673	0.22544983	0.19848357	-0.16576217	0.16539979	0.21423976	-0.21503583	-0.17685515
0.22814839	-0.22065613	-0.1304797	-0.1346053	0.19049104	-0.2002326	0.12800732	-0.18305708	0.22962518	0.1884786	0.1584675	-0.19422168	0.20577286	0.145016	-0.18191753	-0.20999505
0.13757333	-0.24225527	-0.12750268	-0.1296035	0.16246332	-0.20554924	0.19120073	-0.1755999	0.18214518	0.19102627	0.22294292	-0.18897142	0.15477219	0.20332336	-0.20834479	-0.2067411
0.21153007	-0.19035797	-0.21000993	-0.19562435	0.12985496	-0.15639159	0.19403298	-0.20905721	0.226855	0.1622481	0.25112897	-0.19800764	0.13671917	0.19607157	-0.1440406	-0.162887
0.20035094	-0.24321617	-0.19739817	-0.18356766	0.15133594	-0.16277847	0.2042409	-0.17156677	0.15194494	0.13325325	0.20614234	-0.20215137	0.17722787	0.14999254	-0.13872486	-0.15875137
0.17464443	-0.26518106	-0.20195949	-0.226015	0.12001955	-0.15524046	0.1651874	-0.1968426	0.21655066	0.15402593	0.228433	-0.18411122	0.2308072	0.19767837	-0.15685876	-0.16553953
0.15749785	-0.21988344	-0.22124147	-0.21682124	0.19859856	-0.2312729	0.14279222	-0.21996629	0.2220232	0.17296447	0.17069289	-0.15882732	0.20961739	0.17578304	-0.17268828	-0.14852616
0.23441496	-0.1994572	-0.14992303	-0.20336935	0.18162864	-0.22000077	0.14582978	-0.18942818	0.18059401	0.19310689	0.18814407	-0.1845444	0.20573702	0.20712857	-0.23076792	-0.13265043
0.16581282	-0.19611508	-0.1975805	-0.18139131	0.18912858	-0.22301319	0.17111965	-0.16253988	0.19205526	0.21697593	0.15777536	-0.23020108	0.15532908	0.16998246	-0.16739428	-0.13579148
0.2176744	-0.17637916	-0.1800674	-0.1500787	0.17004785	-0.16764672	0.15278374	-0.19755353	0.17859451	0.13705228	0.17642318	-0.20986311	0.16454594	0.18429275	-0.20475209	-0.19560106
0.18810937	-0.16554937	-0.1308396	-0.17680825	0.20484021	-0.1795623	0.15136558	-0.16005269	0.18229356	0.1455552	0.20808934	-0.18283878	0.15027608	0.18685792	-0.16462015	-0.14128695
0.1666813	-0.17476192	-0.20467752	-0.17412356	0.13218817	-0.1922555	0.1636782	-0.19671917	0.230066	0.1597856	0.19145215	-0.20177872	0.15942945	0.21733879	-0.13508359	-0.20340882
0.14595142	-0.23092759	-0.19997314	-0.18872152	0.15737689	-0.18929571	0.20629358	-0.1575246	0.14508542	0.18546948	0.19906037	-0.2176751	0.17372799	0.1405965	-0.21177316	-0.13692746
0.18163553	-0.24395914	-0.22012268	-0.18696718	0.1356026	-0.22960706	0.1264448	-0.13172522	0.20069058	0.20008121	0.20180255	-0.19856128	0.21727014	0.2320466	-0.1376032	-0.19919777
0.18960458	-0.17867741	-0.14141563	-0.18437305	0.15889786	-0.1446024	0.20423496	-0.1860248	0.17958869	0.14435634	0.21853814	-0.20226313	0.20590125	0.19842285	-0.16361591	-0.20656428
0.20763732	-0.22479211	-0.15766898	-0.19247414	0.1273003	-0.15258256	0.12366038	-0.19858843	0.19943146	0.21238737	0.20121863	-0.16083819	0.22190075	0.15383118	-0.16273007	-0.1649523
